OBJECTID,RWCOMPKEY,FROM_ADDRE,TO_ADDRESS,ROADNAME,DIR,STRNAME,TYPE,LOCROSSPR,LOCROSSNA,LOCROSSSU,HICROSSPR,HICROSSNA,HICROSSSU,MUNI_NAME,COUNDIST,OWNER_NAME,CORE_CLASS,ROUTE_LBL,LENGTH,PRIORITY_R,ROUTE_UNIQ,CORRIDOR_N,BEGIN_LOCA,BMP,END_LOCATI,EMP,TOTAL_EPDO,EPDO_MILE,TOTAL_KA_C,KA_MILE,JUSTICE40_,PERCENT_JU,OWNER,SHAPELEN
1154,18231,2391,2402,BARDSTOWN RD, ,BARDSTOWN,RD, ,WROCKLAGE,AVE, ,WROCKLAGE,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,116.166832642756
1155,18224,2300,2390,BARDSTOWN RD, ,BARDSTOWN,RD, ,SILS,AVE, ,WROCKLAGE,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,348.413829465049
1156,40942,5800,5999,PRESTON HWY, ,PRESTON,HWY, ,VINEWOOD,RD, ,SHEEHAN LANDING,DR,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,1123.499585256
1157,23854,6000,6018,PRESTON HWY, ,PRESTON,HWY, ,SHEEHAN LANDING,DR, ,BENNETT,LN,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,495.295373132622
1158,23863,6019,6099,PRESTON HWY, ,PRESTON,HWY, ,BENNETT,LN, ,PRESTWOOD,DR,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,137.851186681422
1159,23719,5600,5799,PRESTON HWY, ,PRESTON,HWY,E,INDIAN,TRL, ,VINEWOOD,RD,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,1096.83846517378
1160,20436,946,969,BAXTER AVE, ,BAXTER,AVE, ,MORTON,AVE, ,HIGHLAND,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,503.061888326666
1161,14645,1731,1799,PORTLAND AVE, ,PORTLAND,AVE,N,18TH,ST,N,18TH,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,0.696,46,056-CS-1053A -000,Portland Ave (CS-1053A),N 15th St (CS-1103A),0,N 22nd St (US 150),0.696,3836,2135.85746102,13,7.23830735,1.796,1,METRO,228.3687635198
1162,20988,509,522,BAXTER AVE, ,BAXTER,AVE, ,HULL,ST, ,HULL,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,184.569880537325
1163,20358,1023,1199,E BROADWAY,E,BROADWAY, , ,BARRET,AVE, ,ST ANTHONY,PL,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,1207.73982635807
1164,20360,1200,1203,E BROADWAY,E,BROADWAY, , ,ST ANTHONY,PL, ,RUBEL,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,78.7739568718622
1165,20994,523,599,BAXTER AVE, ,BAXTER,AVE, ,HULL,ST, ,PAYNE,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,291.691440976698
1166,20362,1204,1218,E BROADWAY,E,BROADWAY, , ,RUBEL,AVE, ,RUBEL,AVE,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,233.166241559804
1167,20364,1219,1299,E BROADWAY,E,BROADWAY, , ,RUBEL,AVE, ,BAXTER,AVE,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.309137,3.353,1,KYTC,486.004444010329
1168,20390,900,919,BAXTER AVE, ,BAXTER,AVE,E,BRECKINRIDGE,ST, ,CHRISTY,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,282.709767252566
1169,20400,920,945,BAXTER AVE, ,BAXTER,AVE, ,CHRISTY,AVE, ,MORTON,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,284.383540336044
1170,1936,9500,9699,WESTPORT RD, ,WESTPORT,RD, ,WESTPORT,CIR,N,HURSTBOURNE,PKY,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1412.77568864454
1171,24421,5605,5614,NEW CUT RD, ,NEW CUT,RD, ,COGAN,BLVD, ,BAKERS,LN,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,441.405649390085
1172,6358,7480,7499,WESTPORT RD, ,WESTPORT,RD, ,LYNDON,LN, ,LYNN,WAY,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,143.05640465936
1173,34539,4550,4649,WESTPORT RD, ,WESTPORT,RD, ,I 264 RAMP, , ,WASHBURN,AVE,ST MATTHEWS,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,357.886001640624
1174,8293,7500,7599,WESTPORT RD, ,WESTPORT,RD, ,LYNN,WAY, ,DEVONDALE,DR,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1069.96621813057
1175,6392,4800,4809,WESTPORT RD, ,WESTPORT,RD, ,GIRARD,DR, ,ABBEYWOOD,RD,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,373.407874569782
1176,2128,8600,8699,WESTPORT RD, ,WESTPORT,RD, ,REDLEAF,DR, ,DOVE CREEK,BLVD,PLANTATION,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,475.952789290323
1177,6406,4710,4799,WESTPORT RD, ,WESTPORT,RD, ,FENLEY,AVE, ,GIRARD,DR,ST MATTHEWS,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,291.531233495015
1178,2027,9100,9199,WESTPORT RD, ,WESTPORT,RD, ,KENNERSLEY,DR, ,LANGDON,DR,LANGDON PLACE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1028.09112370481
1179,2097,8700,8799,WESTPORT RD, ,WESTPORT,RD, ,DOVE CREEK,BLVD, ,HERMITAGE,WAY,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1003.55583544983
1180,24565,5644,5725,NEW CUT RD, ,NEW CUT,RD, ,SCOTTSDALE,BLVD,W,INDIAN,TRL,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,1042.24809500565
1181,2070,9000,9099,WESTPORT RD, ,WESTPORT,RD, ,STONEHURST,DR, ,KENNERSLEY,DR,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,786.385182083183
1182,2092,8800,8999,WESTPORT RD, ,WESTPORT,RD, ,HERMITAGE,WAY, ,STONEHURST,DR,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,610.42192997474
1183,24702,5800,5813,NEW CUT RD, ,NEW CUT,RD, ,ANGELETTA,WAY, ,HARPERS FERRY,RD,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,513.169350523643
1184,30806,4828,4899,WESTPORT RD, ,WESTPORT,RD, ,GRAYMOOR PLACE,DR, ,HERR,LN,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,429.154034154696
1185,30807,4810,4827,WESTPORT RD, ,WESTPORT,RD, ,ABBEYWOOD,RD, ,GRAYMOOR PLACE,DR,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,426.479025487894
1186,24649,5726,5799,NEW CUT RD, ,NEW CUT,RD,W,INDIAN,TRL, ,ANGELETTA,WAY,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,1062.12099099446
1187,6365,7400,7479,WESTPORT RD, ,WESTPORT,RD, ,HERR,LN, ,LYNDON,LN,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,491.979491666383
1188,6101,11251,11279,WESTPORT RD, ,WESTPORT,RD, ,I 265 RAMP, , ,I 265 RAMP, ,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692,45,8.861757,0,0,KYTC,428.591890551326
1189,6336,7605,7699,WESTPORT RD, ,WESTPORT,RD, ,CROSSRIDGE,LN, ,APPLEWOOD,LN,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,309.4459069677
1190,6421,4700,4709,WESTPORT RD, ,WESTPORT,RD, ,FOUNTAIN,AVE, ,FENLEY,AVE,ST MATTHEWS,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,432.986986497934
1191,24781,5814,5845,NEW CUT RD, ,NEW CUT,RD, ,HARPERS FERRY,RD, ,CANDLELIGHT,LN,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,913.3049555208
1192,6103,11200,11250,WESTPORT RD, ,WESTPORT,RD, ,I 265 RAMP, , ,I 265 RAMP, ,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692,45,8.861757,0,0,KYTC,930.957043945476
1193,1937,9400,9499,WESTPORT RD, ,WESTPORT,RD, ,GOOSE CREEK,RD, ,WESTPORT,CIR,ROLLING HILLS,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,230.471656787789
1194,2629,4650,4699,WESTPORT RD, ,WESTPORT,RD, ,WASHBURN,AVE, ,FOUNTAIN,AVE,ST MATTHEWS,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,416.573166795502
1195,6339,7600,7604,WESTPORT RD, ,WESTPORT,RD, ,DEVONDALE,DR, ,CROSSRIDGE,LN,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,173.531209085174
1196,2162,8502,8599,WESTPORT RD, ,WESTPORT,RD, ,JAPONICA,WAY, ,REDLEAF,DR,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,706.208229696189
1197,8545,8000,8299,WESTPORT RD, ,WESTPORT,RD, ,WEST CREEK,WAY, ,OLD WESTPORT,RD,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1629.1336829305
1198,1733,10900,11099,WESTPORT RD, ,WESTPORT,RD, ,I 265 RAMP, , ,I 265 RAMP, ,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692,45,8.861757,0,0,KYTC,1217.62113683918
1199,25686,5615,5633,NEW CUT RD, ,NEW CUT,RD, ,BAKERS,LN, ,AUBURN OAKS,DR,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,416.610864463545
1200,25689,5634,5643,NEW CUT RD, ,NEW CUT,RD, ,AUBURN OAKS,DR, ,SCOTTSDALE,BLVD,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,238.43777537992
1201,6333,7700,7701,WESTPORT RD, ,WESTPORT,RD, ,APPLEWOOD,LN, ,ORMSBY,LN,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,309.007553128763
1202,6325,7702,7799,WESTPORT RD, ,WESTPORT,RD, ,ORMSBY,LN, ,OLD WESTPORT,RD,GRAYMOOR/DEVONDALE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,806.512416096891
1203,8546,7800,7999,WESTPORT RD, ,WESTPORT,RD, ,OLD WESTPORT,RD, ,WEST CREEK,WAY,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,422.103153194301
1204,8550,10690,10899,WESTPORT RD, ,WESTPORT,RD, ,TOWNE CENTER,DR, ,I 265 RAMP, ,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692,45,8.861757,0,0,KYTC,688.726929786841
1205,8554,10400,10499,WESTPORT RD, ,WESTPORT,RD, ,SPRINGHURST,BLVD, ,SHELBURN PARK,DR,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,919.192873655949
1206,25962,6100,6299,NEW CUT RD, ,NEW CUT,RD, ,BROWN AUSTIN,RD, ,KY-841 RAMP, ,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,938.854130376493
1207,6099,11280,11299,WESTPORT RD, ,WESTPORT,RD, ,I 265 RAMP, , ,CHAMBERLAIN,LN,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692,45,8.861757,0,0,KYTC,250.142415744103
1208,2223,8300,8499,WESTPORT RD, ,WESTPORT,RD, ,OLD WESTPORT,RD, ,JAPONICA,WAY,LOUISVILLE,7,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1168.8510700907
1209,24816,5846,5856,NEW CUT RD, ,NEW CUT,RD, ,CANDLELIGHT,LN, ,STAR,LN,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,404.597235937327
1210,8552,10500,10689,WESTPORT RD, ,WESTPORT,RD, ,SHELBURN PARK,DR, ,TOWNE CENTER,DR,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692,45,8.861757,0,0,KYTC,1005.70457588771
1211,1982,9200,9399,WESTPORT RD, ,WESTPORT,RD, ,LANGDON,DR, ,GOOSE CREEK,RD,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1368.08292804286
1212,8844,9209,9299,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,SIX MILE,LN, ,CHERIAN,DR,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,420.490838855715
1213,8845,9300,9319,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,CHERIAN,DR, ,FARISH,DR,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,965.331438706431
1214,8846,9320,9331,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,FARISH,DR, ,FARISH,DR,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,193.524394981699
1215,8839,4600,4799,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,DEERCROSS,DR, ,HURSTBOURNE,LN,JEFFERSONTOWN,26,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,1139.03597742018
1216,8861,9500,9599,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,TUCKER,RD, ,PATTI,LN,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,707.93524056118
1217,8849,9416,9499,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,HARMONY,RD, ,TUCKER,RD,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,270.076149286248
1218,8837,4410,4439,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,HALLSDALE,DR, ,ARBORO,PL,LOUISVILLE,18,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,524.277167965745
1219,8843,9200,9208,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,NARWOOD,DR, ,SIX MILE,LN,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,300.39780409125
1220,8838,4440,4499,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,ARBORO,PL, ,CARDWELL,WAY,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,579.921720108331
1221,8850,4500,4539,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,CARDWELL,WAY, ,SALSMAN,DR,HURSTBOURNE ACRES,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,744.280497722294
1222,8836,4400,4409,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,LOWE,RD, ,HALLSDALE,DR,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,431.822718815203
1223,39692,4212,4226,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,TAYLOR COVE,DR, ,KENLIE WYNDE,PL,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,421.064159721013
1224,8835,4227,4399,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,KENLIE WYNDE,PL, ,LOWE,RD,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,1850.07982140003
1225,8862,9600,9699,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,PATTI,LN, ,MERIONETH,DR,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,1055.38603395941
1226,8855,4050,4099,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,GOODWILL,WAY, ,MCMAHAN,BLVD,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,289.640394838671
