X,Y,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREET,OWNER2,ROUTE,MILEPOINT,DESCRIPTION,TIMES,OWNER,TYPE,INTID,ATMSID
1247955.45375,264880.577500001,315,MPW012367,SIG012367,HOUSTON,TAYLORSVILLE,M,,,HOUSTON @ TAYLORSVILLE,24 HOURS,METRO,1,  469030016394,
1233525.625,276110.5625,316,MPW009547,SIG009547,CANNONS,LEXINGTON,S,US-60,9.968,CANNONS @ LEXINGTON,24 HOURS,KYTC,1,  578509363838,
1259145.375,258961.0,317,MPW014649,SIG014649,MERIONETH,TAYLORSVILLE,S,KY-155,10.26,MERIONETH @ TAYLORSVILLE,24 HOURS,KYTC,1,  499730966394,
1246656.87625,302103.6875,318,MPW012088,SIG012088,U S HIGHWAY 42,WOLF PEN BRANCH,S,US-42,8.8,U S HIGHWAY 42 @ WOLF PEN BRANCH,24 HOURS,KYTC,1,  514167127258,
1241207.625,269203.28125,319,MPW011077,SIG011077,DUTCHMANS PKY,DUTCHMANS LN,M,,,DUTCHMANS PKY @ DUTCHMANS LN,24 HOURS,METRO,1,  545817179463,
1257136.75,264574.125,320,MPW014279,SIG014279,BUNSEN,HURSTBOURNE,S,KY-1747,11.46,BUNSEN @ HURSTBOURNE,24 HOURS,KYTC,1,  560588709126,
1268762.125,270597.34375,321,MPW016201,SIG016201,FINCHLEY,BLANKENBAKER,S,KY-913,3.63,FINCHLEY @ BLANKENBAKER,24 HOURS,KYTC,1,  645822157624,
1258832.875,266633.4375,322,MPW014594,SIG014594,HURSTBOURNE,I 64 RAMP,S,KY-1747,12,HURSTBOURNE @ I 64 RAMP,24 HOURS,KYTC,1,  671291269997,
1258800.375,297390.0625,323,MPW014587,SIG014587,SPRINGDALE,PARK PLAZA,M,,,SPRINGDALE @ PARK PLAZA,24 HOURS,METRO,1,  78286100D520,
1241520.3,253259.853750005,324,MPW011155,SIG011155,BARDSTOWN,FEGENBUSH,S,US-31E,9.44,BARDSTOWN @ FEGENBUSH,24 HOURS,KYTC,1,2,
1237081.5,250040.65625,325,MPW010230,SIG010230,PROGRESS,BUECHEL BANK,M,,,PROGRESS @ BUECHEL BANK,24 HOURS,METRO,1,2,
1234976.75,239300.6875,326,MPW009855,SIG009855,SHEPHERDSVILLE,WHISPERING HILLS,S,KY-2052,0.69,SHEPHERDSVILLE @ WHISPERING HILLS,24 HOURS,KYTC,1,  933559457160,
1247649.375,235457.875,327,MPW012304,SIG012304,FEGENBUSH,WATTERSON,S,KY-1065,10.09,FEGENBUSH @ WATTERSON,24 HOURS,KYTC,1,  950421637291,
1232170.5,235397.96875,328,MPW009307,SIG009307,JUDGE,OUTER,S,KY-1065,7,JUDGE @ OUTER,24 HOURS,KYTC,1,  955533704815,
1232004.0,219030.765000001,329,MPW009276,SIG009276,MUD,PRESTON,S,KY-61,0.65,MUD @ PRESTON,24 HOURS,KYTC,1, 1086544875144,
1233620.0,252436.21875,330,MPW009566,SIG009566,INDIAN,NEWBURG,S,KY-1703,0.5,INDIAN @ NEWBURG,24 HOURS,KYTC,1, 1197031494552,
1190776.75,281544.8125,331,MPW002471,SIG002471,41ST,MARKET,M,,,41ST @ MARKET,24 HOURS,METRO,1, 1242522854214,
1197105.375,279725.625,332,MPW003560,SIG003560,JEFFERSON,26TH,M,,,JEFFERSON @ 26TH,24 HOURS,METRO,1, 1266133276584,
1201999.5,278947.75,333,MPW004642,SIG004642,JEFFERSON,16TH,M,,,JEFFERSON @ 16TH,24 HOURS,METRO,1, 1275533276007,
1197792.25,278607.25,334,MPW003710,SIG003710,24TH,MUHAMMAD ALI,M,,,24TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1278765767012,
1198872.5,277622.625,335,MPW003940,SIG003940,CHESTNUT,22ND,S,US-31W,19.95,CHESTNUT @ 22ND,24 HOURS,KYTC,1, 1286911146580,
1199272.25,277073.9375,336,MPW004012,SIG004012,MAGAZINE,DR W J HODGE,S,US-31W,19.76,MAGAZINE @ DR W J HODGE,24 HOURS,KYTC,1, 1292141286574,
1218623.0,277056.25,337,MPW007221,SIG007221,PAYNE,SPRING,M,,,PAYNE @ SPRING,24 HOURS,METRO,1, 1292449968070,
1196785.5,276640.4375,338,MPW003473,SIG003473,BROADWAY,26TH,M,,,BROADWAY @ 26TH,24 HOURS,METRO,1, 1298407026584,
1199182.5,276497.125,339,MPW003998,SIG003998,BROADWAY,DR W J HODGE,S,US 150,0.825,BROADWAY @ DR W J HODGE,24 HOURS,KYTC,1, 1299207026574,
1207142.375,274572.1875,340,MPW005697,SIG005697,4TH,LIBRARY,M,,,4TH @ LIBRARY,24 HOURS,METRO,1, 1313523053847,
1207612.5,274491.1875,341,MPW005772,SIG005772,LIBRARY,3RD,S,KY-1020,11.968,LIBRARY @ 3RD,24 HOURS,KYTC,1, 1314338476438,
1195395.75,274049.4375,342,MPW003198,SIG003198,GREENWOOD,28TH,M,,,GREENWOOD @ 28TH,24 HOURS,METRO,1, 1319026516570,
1198248.75,273613.875,343,MPW003811,SIG003811,GREENWOOD,22ND,S,US-31W,19.19,GREENWOOD @ 22ND,24 HOURS,KYTC,1, 1322926516580,
1201697.24875,273608.375,344,MPW004578,SIG004578,15TH,KENTUCKY,M,,,15TH @ KENTUCKY,24 HOURS,METRO,1, 1323022043532,
1193254.5,272784.25,345,MPW002857,SIG002857,32ND,VIRGINIA,M,,,32ND @ VIRGINIA,24 HOURS,METRO,1, 1328964566877,
1197985.875,271318.625,346,MPW003756,SIG003756,22ND,WILSON,S,US-31W,18.598,22ND @ WILSON,24 HOURS,KYTC,1, 1342465807212,
1210303.25,270862.125,347,MPW006141,SIG006141,JACKSON,OAK,S,KY-61,11.524,JACKSON @ OAK,24 HOURS,KYTC,1, 1347532924718,
1210114.625,269624.5,348,MPW006118,SIG006118,JACKSON,ORMSBY,S,KY-61,11.292,JACKSON @ ORMSBY,24 HOURS,KYTC,1, 1360332924802,
1207708.25125,268860.4375,349,MPW005783,SIG005783,1ST,MAGNOLIA,M,,,1ST @ MAGNOLIA,24 HOURS,METRO,1, 1367522234130,
1206112.25,267944.625,350,MPW005531,SIG005531,4TH,HILL,M,,,4TH @ HILL,24 HOURS,METRO,1, 1375223052934,
1207846.25125,266708.186250001,351,MPW005801,SIG005801,BROOK,1ST,M,,,BROOK @ 1ST,24 HOURS,METRO,1, 1390607072223,
1213096.5,266273.875,352,MPW006584,SIG006584,BURNETT,TEXAS,M,,,BURNETT @ TEXAS,24 HOURS,METRO,1, 1396007746424,
1199455.25,263272.25,353,MPW004044,SIG004044,7TH STREET,WATHEN,S,KY-1931,9.88,7TH STREET @ WATHEN,24 HOURS,KYTC,1, 1426459007057,
1217795.0,262648.09375,354,MPW007131,SIG007131,HESS,POPLAR LEVEL,S,KY-864,12.716,HESS @ POPLAR LEVEL,24 HOURS,KYTC,1, 1434929065123,
1220054.0,260214.1875,355,MPW007405,SIG007405,BELMAR,POPLAR LEVEL,S,KY-864,12.071,BELMAR @ POPLAR LEVEL,24 HOURS,KYTC,1, 1465604805123,
1278123.0,289972.875,356,MPW017033,SIG017033,CHAMBERLAIN,FACTORY,S,KY-146,7.55,CHAMBERLAIN @ FACTORY,24 HOURS,KYTC,1,   91110532109,
1232045.25125,292612.8125,357,MPW009285,SIG009285,BLANKENBAKER,RIVER,M,,,BLANKENBAKER @ RIVER,24 HOURS,METRO,1,  175005498199,
1239816.0,276907.1875,358,MPW010781,SIG010781,SHELBYVILLE,THIERMAN,S,US-60,4.12,SHELBYVILLE @ THIERMAN,24 HOURS,KYTC,1,  256959406436,
1258888.25,279038.40625,359,MPW014600,SIG014600,TAMARISK,HURSTBOURNE,S,KY-1747,14.39,TAMARISK @ HURSTBOURNE,24 HOURS,KYTC,1,  238880589125,
1245966.37625,276158.594999999,360,MPW011944,SIG011944,SHELBYVILLE,TEN PIN,S,US-60,5.3,SHELBYVILLE @ TEN PIN,24 HOURS,KYTC,1,  264559407022,
1248916.5,275799.875,361,MPW012609,SIG012609,NORWOOD,OXMOOR,S,US-60,5.86,NORWOOD @ OXMOOR,24 HOURS,KYTC,1,  266746094839,
1246057.25,258787.1875,362,MPW011967,SIG011967,BRECKENRIDGE,MANNER DALE,S,KY-1932,1.5,BRECKENRIDGE @ MANNER DALE,24 HOURS,KYTC,1,  375906564154,
1272373.5,294632.4375,363,MPW016588,SIG016588,MURPHY,WESTPORT,S,KY-1447,7.56,MURPHY @ WESTPORT,24 HOURS,KYTC,1,  418544927132,
1248361.6825,283385.963750005,364,MPW012459,SIG012459,HERR,WESTPORT,S,KY-1447,2.67,HERR @ WESTPORT,24 HOURS,KYTC,1,  436629017132,
1242520.25,263205.875,365,MPW011323,SIG011323,HIKES,ROSS,M,,,ST JOHN PAUL II,24 HOURS,METRO,1,  508029305629,
1241932.78125,272453.932500005,366,MPW011223,SIG011223,BROWNS,KRESGE,M,,,BROWNS @ KRESGE,24 HOURS,METRO,1,  529007234084,
1264256.625,260558.40625,367,MPW015659,SIG015659,PLANTSIDE,WATTERSON,S,KY-1819,10.8,PLANTSIDE @ WATTERSON,24 HOURS,KYTC,1,  543050947355,
1262001.375,281158.03125,368,MPW015234,SIG015234,ORMSBY STATION,HURSTBOURNE,S,KY-1747,15.13,ORMSBY STATION @ HURSTBOURNE,24 HOURS,KYTC,1,  560389749125,
1259262.875,270018.875,369,MPW014672,SIG014672,TIMBERWOOD,HURSTBOURNE,S,KY-1747,12.64,TIMBERWOOD @ HURSTBOURNE,24 HOURS,KYTC,1,  652124459126,
1260397.25,274439.125,370,MPW014921,SIG014921,WILDWOOD,SHELBYVILLE,S,US-60,8.06,WILDWOOD @ SHELBYVILLE,24 HOURS,KYTC,1,  664032835940,
1263113.25,283430.65625,371,MPW015465,SIG015465,LA GRANGE,HURSTBOURNE RAMP,S,KY-146,3.59,LA GRANGE @ HURSTBOURNE RAMP,24 HOURS,KYTC,1,  69293707E700,
1256057.99875,287171.0,372,MPW014062,SIG014062,HERMITAGE,WESTPORT,S,KY-1447,4.2,HERMITAGE @ WESTPORT,24 HOURS,KYTC,1,  730927637132,
1248227.5,309692.3125,373,MPW012431,SIG012431,FOX HARBOR,U S HIGHWAY 42,S,US-42,10.33,FOX HARBOR @ U S HIGHWAY 42,24 HOURS,KYTC,1,  767723806712,
1234285.375,256894.84375,374,MPW009716,SIG009716,HIKES,CHAMPIONS TRACE,S,KY-2052,4.07,HIKES @ CHAMPIONS TRACE,24 HOURS,KYTC,1,  780629303804,
1237319.95999999,256178.685000002,375,MPW010285,SIG010285,BARDSTOWN,SIX MILE,S,KY-2251,0.5,BARDSTOWN @ SIX MILE,24 HOURS,KYTC,1,  829903846005,
1233382.125,235443.1875,376,MPW009515,SIG009515,OUTER,ROBBS,S,KY-1065,7.23,OUTER @ ROBBS,24 HOURS,KYTC,1,  955248155545,
1231738.625,223040.28125,377,MPW009235,SIG009235,COOPER CHAPEL,PRESTON CROSSING,M,,,COOPER CHAPEL @ PRESTON CROSSING,24 HOURS,METRO,1, 100331273D471,
1263434.625,254179.40625,378,MPW015532,SIG015532,TAYLORSVILLE,RUCKRIEGEL,S,KY-155,9.02,TAYLORSVILLE @ RUCKRIEGEL,24 HOURS,KYTC,1, 1174363948881,
1253536.875,251823.9375,379,MPW013548,SIG013548,WATTERSON,STONY BROOK,M,,,WATTERSON @ STONY BROOK,24 HOURS,METRO,1, 1184873558946,
1232401.375,217083.828749999,380,MPW009357,SIG009357,ANTLE,PRESTON,S,KY-61,0.27,ANTLE @ PRESTON,24 HOURS,KYTC,1, 1209934245144,
1202624.625,279887.125,381,MPW004772,SIG004772,W MAIN ST,N 15TH ST,S,US 31W,20.934,W MAIN ST @ N 15TH ST,24 HOURS,KYTC,1, 1264422032204,
1201045,279101,382,MPW004420,SIG004420,18TH,JEFFERSON,M,,,18TH @ JEFFERSON,24 HOURS,METRO,1, 1273918833327,
1196149.75,278866.9375,383,MPW003344,SIG003344,28TH,MUHAMMAD ALI,M,,,28TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1276565707012,
1199470.5,278343.0,384,MPW004050,SIG004050,DR W J HODGE,MUHAMMAD ALI,S,US-31W,20.1,DR W J HODGE @ MUHAMMAD ALI,24 HOURS,KYTC,1, 1280965747012,
1196027.0,278073.4375,385,MPW003322,SIG003322,CHESTNUT,28TH,M,,,CHESTNUT @ 28TH,24 HOURS,METRO,1, 1283311146570,
1202316.25,277892.5,386,MPW004723,SIG004723,15TH,MUHAMMAD ALI,M,,,15TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1285122047012,
1195004.25,277749.375,387,MPW003113,SIG003113,MAGAZINE,30TH,M,,,MAGAZINE @ 30TH,24 HOURS,METRO,1, 1286141286444,
1202192.75,277098.375,388,MPW004695,SIG004695,CHESTNUT,15TH,M,,,CHESTNUT @ 15TH,24 HOURS,METRO,1, 1291811142204,
1190979.49875,276986.436250001,389,MPW002501,SIG002501,BROADWAY,38TH,M,,,BROADWAY @ 38TH,24 HOURS,METRO,1, 1293807026446,
1202041.625,276117.25,390,MPW004655,SIG004655,BROADWAY,15TH,S,US 150,1.373,BROADWAY @ 15TH,24 HOURS,KYTC,1, 1302907022204,
1203450.5,275842.4375,391,MPW004942,SIG004942,BROADWAY,12TH,S,US 150,1.649,BROADWAY @ 12TH,24 HOURS,KYTC,1, 1304507026566,
1199062.75,275726.875,392,MPW003976,SIG003976,MAPLE,DR W J HODGE,S,US-31W,19.5,MAPLE @ DR W J HODGE,24 HOURS,KYTC,1, 1305541726574,
1195549.625,275028.875,393,MPW003224,SIG003224,GARLAND,28TH,M,,,GARLAND @ 28TH,24 HOURS,METRO,1, 1310424826570,
1206663.5,274634.125,394,MPW005621,SIG005621,5TH,YORK,M,,,5TH @ YORK,24 HOURS,METRO,1, 1313022077433,
1207009.875,273718.375,395,MPW005684,SIG005684,BRECKINRIDGE,4TH,M,,,BRECKINRIDGE @ 4TH,24 HOURS,METRO,1, 1322006582305,
1196288.625,272091.96875,396,MPW003369,SIG003369,DUMESNIL,26TH,M,,,DUMESNIL @ 26TH,24 HOURS,METRO,1, 1334616986584,
1208179.77249999,271880.056250006,397,MPW005834,SIG005834,1ST,ST CATHERINE,M,,,1ST @ ST CATHERINE,24 HOURS,METRO,1, 1337222235785,
1210365.5,271273.25,398,MPW006153,SIG006153,JACKSON,ST CATHERINE,S,KY-61,11.616,JACKSON @ ST CATHERINE,24 HOURS,KYTC,1, 1343032925785,
1222532.25,269423.563749999,399,MPW007709,SIG007709,BARDSTOWN,BONNYCASTLE,S,US-31E,14.383,BARDSTOWN @ BONNYCASTLE,24 HOURS,KYTC,1, 1362703840605,
1197242.75,269140.501249999,400,MPW003583,SIG003583,HILL,22ND,S,US-31W,18.16,HILL @ 22ND,24 HOURS,KYTC,1, 1365029346580,
1223316.625,268797.625,401,MPW007822,SIG007822,BARDSTOWN,MARYLAND,S,US-31E,14.192,BARDSTOWN @ MARYLAND,24 HOURS,KYTC,1, 1368203844240,
1202312.75,268525.5,402,MPW004722,SIG004722,HILL,12TH,M,,,HILL @ 12TH,24 HOURS,METRO,1, 1369829346566,
1207608.5,268202.001249999,403,MPW005771,SIG005771,W BURNETT AVE,S 1ST ST,M,,,W BURNETT AVE @ S 1ST ST,24 HOURS,METRO,1, 1372807740775,
1196562.75,267136.0,404,MPW003428,SIG003428,ALGONQUIN,22ND,S,US-31W,17.734,ALGONQUIN @ 22ND,24 HOURS,KYTC,1, 1384900616580,
1191564.375,266398.25,405,MPW002612,SIG002612,BELLS,CANE RUN,S,KY-1934,11.21,BELLS @ CANE RUN,24 HOURS,KYTC,1, 1394904780934,
1215568.5,265572.5,406,MPW006914,SIG006914,CLARKS,POPLAR LEVEL,S,KY-864,13.415,CLARKS @ POPLAR LEVEL,24 HOURS,KYTC,1, 1403811585123,
1205428.75,263536.8125,407,MPW005391,SIG005391,4TH,INDUSTRY,M,,,4TH @ INDUSTRY,24 HOURS,METRO,1, 1423223053161,
1209087.75,262641.375,408,MPW005960,SIG005960,CRITTENDEN,EASTERN,S,US-60,4.038,CRITTENDEN @ EASTERN,24 HOURS,KYTC,1, 1435013421835,
1205709.5,262177.875,409,MPW005459,SIG005459,3RD,WINKLER,S,US-60,3.157,3RD @ WINKLER,24 HOURS,KYTC,1, 1441264387237,
1205009.75,260828.21875,410,MPW005304,SIG005304,4TH,HEYWOOD,M,,,4TH @ HEYWOOD,24 HOURS,METRO,1, 1459823052909,
1205798.75,258302.28125,411,MPW005475,SIG005475,GARRETT,TULANE,M,,,GARRETT @ TULANE,24 HOURS,METRO,1, 1485726966554,
1199960.5,258062.0625,412,MPW004181,SIG004181,LONGFIELD,TAYLOR,S,US-60,1.62,LONGFIELD @ TAYLOR,24 HOURS,KYTC,1, 1488239336392,
1278398.125,273923.40625,413,MPW017050,SIG017050,DATA VAULT,ENGLISH STATION,M,,,DATA VAULT @ ENGLISH STATION,24 HOURS,METRO,1,   16790939409,
1280070.75,272698.75,414,MPW017125,SIG017125,SHELBYVILLE,I 265 RAMP,S,US-60,11.97,SHELBYVILLE @ I 265 RAMP,24 HOURS,KYTC,1,   18059409996,
1297415.875,270198.6875,415,MPW017688,SIG017688,FLAT ROCK,SHELBYVILLE,S,US 60,15.426,FLAT ROCK @ SHELBYVILLE,24 HOURS,KYTC,1,   58022365940,
1236128.5,270632.1875,416,MPW010062,SIG010062,CANNONS,I 64 RAMP,S,KY-2048,10.53,CANNONS @ I 64 RAMP,24 HOURS,KYTC,1,  129009369997,
1247385.5,308214.25,417,MPW012238,SIG012238,U S HIGHWAY 42,TIMBER RIDGE,S,US-42,10.02,U S HIGHWAY 42 @ TIMBER RIDGE,24 HOURS,KYTC,1,  149267128230,
1249338.125,277551.6875,418,MPW012691,SIG012691,NEW LA GRANGE,WASHBURN,S,KY-146,0.45,NEW LA GRANGE @ WASHBURN,24 HOURS,KYTC,1,  252446257042,
1233925.0,282004.625,419,MPW009622,SIG009622,BROWNSBORO,CHENOWETH,S,US-42,3.89,BROWNSBORO @ CHENOWETH,24 HOURS,KYTC,1,  220207241093,
1231435.5,263195.6875,420,MPW009183,SIG009183,BARDSTOWN,BRIGHTON,S,US-31E,12.253,BARDSTOWN @ BRIGHTON,24 HOURS,KYTC,1,  333103840685,
1232236.5,261889.516249999,421,MPW009322,SIG009322,BARDSTOWN,I 264 RAMP,S,I-264,15.674,BARDSTOWN @ I 264 RAMP,24 HOURS,KYTC,1,  345003849995,
1232702.0,261120.641249999,422,MPW009408,SIG009408,BARDSTOWN,GOLDSMITH,S,US-31E,11.773,BARDSTOWN @ GOLDSMITH,24 HOURS,KYTC,1,  351303842585,
1234934.75,257423.625,423,MPW009846,SIG009846,BUECHEL,HIKES,S,US-31E,10.97,BUECHEL @ HIKES,24 HOURS,KYTC,1,  388108272930,
1248760.32625,283674.28125,424,MPW012568,SIG012568,LYNDON,WESTPORT,S,KY-1447,3,LYNDON @ WESTPORT,24 HOURS,KYTC,1,  435827747132,
1258732.25,276397.875,425,MPW014568,SIG014568,HURSTBOURNE PKY,HURSTBOURNE TRCE,S,KY-1747,13.87,HURSTBOURNE PKY @ HURSTBOURNE TRCE,24 HOURS,KYTC,1,  477491259183,
1253065.25,275292.8125,426,MPW013455,SIG013455,LYNDON,SHELBYVILLE,S,US-60,6.66,LYNDON @ SHELBYVILLE,24 HOURS,KYTC,1,  592327745940,
1241228.99875,262280.875,427,MPW011080,SIG011080,FURMAN,HIKES,M,,,FURMAN @ HIKES,24 HOURS,METRO,1,  508423492930,
1270107.125,261264.1875,428,MPW016349,SIG016349,PLANTSIDE,BLANKENBAKER,S,KY-913,1.81,PLANTSIDE @ BLANKENBAKER,24 HOURS,KYTC,1,  515050947624,
1247764.875,275944.28125,429,MPW012325,SIG012325,SHELBYVILLE,I 264 RAMP,S,US-60,5.64,SHELBYVILLE @ I 264 RAMP,24 HOURS,KYTC,1,  526659409995,
1245505.20874999,276220.049999997,430,MPW011854,SIG011854,SHELBYVILLE,SHERBURN,S,US-60,5.21,SHELBYVILLE @ SHERBURN,24 HOURS,KYTC,1,  529159405950,
1264047.06625,258603.566249996,431,MPW015626,SIG015626,ELECTRON,WATTERSON,S,KY-1819,10.43,ELECTRON @ WATTERSON,24 HOURS,KYTC,1,  544536657355,
1256311.75,264094.25,432,MPW014102,SIG014102,S HURSTBOURNE PKY,HURSTBOURNE,S,KY-1747,11.29,S HURSTBOURNE PKY @ HURSTBOURNE,24 HOURS,KYTC,1,  560830429126,
1260839.375,297334.375,433,MPW014998,SIG014998,BROWNSBORO,I 265 RAMP,S,KY-22,3.66,BROWNSBORO @ I 265 RAMP,24 HOURS,KYTC,1,  719007249996,
1238721.125,254583.375,434,MPW010581,SIG010581,BUECHEL BANK,BUECHEL,S,US-31E,10.04,BUECHEL BANK @ BUECHEL,24 HOURS,KYTC,1,2,
1235299.25,250282.90625,435,MPW009924,SIG009924,BUECHEL BANK,SHEPHERDSVILLE,S,KY-1703,0,BUECHEL BANK @ SHEPHERDSVILLE,24 HOURS,KYTC,1,2,
1235024.24875,243460.28125,436,MPW009866,SIG009866,POPLAR LEVEL,SHEPHERDSVILLE,S,KY-864,7.42,POPLAR LEVEL @ SHEPHERDSVILLE,24 HOURS,KYTC,1,  908451235945,
1251385.0,256271.172499999,437,MPW013096,SIG013096,HURSTBOURNE,AMBROSSE,S,KY-1747,9.39,HURSTBOURNE @ AMBROSSE,24 HOURS,KYTC,1, 1032291269795,
1231077.75,222934.047499999,438,MPW009122,SIG009122,COOPER CHAPEL,PRESTON,S,KY-61,1.4,COOPER CHAPEL @ PRESTON,24 HOURS,KYTC,1, 1087512735144,
1251052.75,247262.3125,439,MPW013017,SIG013017,STONY BROOK,HURSTBOURNE,S,KY-1747,7.64,STONY BROOK @ HURSTBOURNE,24 HOURS,KYTC,1, 1140889469126,
1261493.37,254830.886250004,440,MPW015123,SIG015123,BILLTOWN,MAPLE,JT,,,BILLTOWN @ MAPLE,24 HOURS,JEFFERSONTOWN,1, 1169201884170,
1262393.75,253398.453749999,441,MPW015311,SIG015311,GAUDET,RUCKRIEGEL,S,KY-1819,9.12,GAUDET @ RUCKRIEGEL,24 HOURS,KYTC,1, 1174036828881,
1193182.25,278525.5625,442,MPW002852,SIG002852,34TH,RIVER PARK,M,,,34TH @ RIVER PARK,24 HOURS,METRO,1,1278855356448,
1228179.625,280193.0,443,MPW008671,SIG008671,BROWNSBORO,HILLCREST,S,US-42,2.747,BROWNSBORO @ HILLCREST,24 HOURS,KYTC,1, 1260707242938,
1195202.0,279017.4375,444,MPW003154,SIG003154,30TH,MUHAMMAD ALI,M,,,30TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1274864447012,
1200623.125,276389.1875,445,MPW004324,SIG004324,BROADWAY,18TH,S,US 150,1.07,BROADWAY @ 18TH,24 HOURS,KYTC,1, 1299807021883,
1203462.375,276087.9375,446,MPW004945,SIG004945,12TH STREET CONNECTOR,ESQUIRE,M,,,12TH STREET CONNECTOR @ ESQUIRE,24 HOURS,METRO,1, 1303385349226,
1198884.215,274597.157499999,447,MPW003946,SIG003946,GARLAND,DR W J HODGE,S,US-31W,19.285,GARLAND @ DR W J HODGE,24 HOURS,KYTC,1, 1313224826574,
1196326.375,272391.6875,448,MPW003377,SIG003377,OAK,26TH,M,,,OAK @ 26TH,24 HOURS,METRO,1, 1332247196584,
1206144.375,271283.4375,449,MPW005537,SIG005537,GARVIN,OAK,M,,,GARVIN @ OAK,24 HOURS,METRO,1, 1342824914719,
1212101.375,271014.875,450,MPW006433,SIG006433,MARY,ST CATHERINE,S,KY-864,14.794,MARY @ ST CATHERINE,24 HOURS,KYTC,1, 1346242345785,
1212027.375,270540.1875,451,MPW006422,SIG006422,OAK,SHELBY,S,KY-864,14.7,OAK @ SHELBY,24 HOURS,KYTC,1, 1351347185937,
1207236.75,268934.4375,452,MPW005709,SIG005709,MAGNOLIA,2ND,S,KY-1020,10.913,MAGNOLIA @ 2ND,24 HOURS,KYTC,1, 1367141305872,
1208189.5,268810.125,453,MPW005835,SIG005835,BROOK,MAGNOLIA,M,,,BROOK @ MAGNOLIA,24 HOURS,METRO,1, 1368107074129,
1207061.5,267800.3125,454,MPW005688,SIG005688,HILL,2ND,S,KY-1020,10.694,HILL @ 2ND,24 HOURS,KYTC,1, 1376529345872,
1214322,267791,455,MPW006745,SIG006745,GOSS,TEXAS,S,KY-864,13.933,GOSS @ TEXAS,24 HOURS,KYTC,1, 1377025926424,
1195107.375,267294.125,456,MPW003126,SIG003126,ALGONQUIN,CYPRESS,S,KY-2054,1.22,ALGONQUIN @ CYPRESS,24 HOURS,KYTC,1, 1383300611374,
1216180.0,264722.25,457,MPW006977,SIG006977,POPLAR LEVEL,THRUSTON,S,KY-864,13.2,POPLAR LEVEL @ THRUSTON,24 HOURS,KYTC,1, 1411651236480,
1208859.02249999,263639.954999998,458,MPW005937,SIG005937,UNIVERSITY,I 65 RAMP,S,I-65,0.185,UNIVERSITY @ I 65 RAMP,24 HOURS,KYTC,1,14222F2719998,
1205928.25,263485.65625,459,MPW005500,SIG005500,EASTERN,3RD,S,US-60,3.479,EASTERN @ 3RD,24 HOURS,KYTC,1, 1427818356438,
1223536.375,263136.25,460,MPW007851,SIG007851,NEWBURG,TREVILIAN,S,KY-1703,3.399,NEWBURG @ TREVILIAN,24 HOURS,KYTC,1, 1428245526530,
1203959.375,262452.03125,461,MPW005049,SIG005049,ALGONQUIN,WINKLER,S,US-60,2.78,ALGONQUIN @ WINKLER,24 HOURS,KYTC,1, 1437400617237,
1212995.125,260875.03125,462,MPW006572,SIG006572,LOCUST,PRESTON,S,KY-61,9.476,LOCUST @ PRESTON,24 HOURS,KYTC,1, 1459239135144,
1213721.625,259384.9375,463,MPW006670,SIG006670,AUDUBON,PRESTON,S,KY-61,9.177,AUDUBON @ PRESTON,24 HOURS,KYTC,1, 1474602195144,
1192302.5,272905.3125,464,MPW002732,SIG002732,LOUIS COLEMAN JR,VIRGINIA,M,,,LOUIS COLEMAN JR @ VIRGINIA,24 HOURS,METRO,1,28201E9856877,
1248692.0,310786.1875,465,MPW012554,SIG012554,U S HIGHWAY 42,RIVER,S,US-42,10.55,U S HIGHWAY 42 @ RIVER,24 HOURS,KYTC,1,  135767128199,
1236363.375,277308.375,466,MPW010103,SIG010103,FRANKFORT,LEXINGTON,S,US-60,3.46,FRANKFORT @ LEXINGTON,24 HOURS,KYTC,1,  252723233838,
1237692.125,283660.375,467,MPW010365,SIG010365,BROWNSBORO,HUBBARDS,S,US-42,4.671,BROWNSBORO @ HUBBARDS,24 HOURS,KYTC,1,  214107243007,
1248393.75,275865.5625,468,MPW012477,SIG012477,NEW LA GRANGE,SHELBYVILLE,S,US-60,5.77,NEW LA GRANGE @ SHELBYVILLE,24 HOURS,KYTC,1,  266446255940,
1238122.75,259888.375,469,MPW010446,SIG010446,GOLDSMITH,HIKES,M,,,GOLDSMITH @ HIKES,24 HOURS,METRO,1,  365725852930,
1242012.125,268874.5,470,MPW011236,SIG011236,BRECKENRIDGE,I 264 RAMP,S,KY-1932,3.73,BRECKENRIDGE @ I 264 RAMP,24 HOURS,KYTC,1,  518506569995,
1264099.5,257336.5,471,MPW015634,SIG015634,WATTERSON,RUCKRIEGEL,S,KY-1819,10.16,WATTERSON @ RUCKRIEGEL,24 HOURS,KYTC,1,  543173558881,
1278127.25,253202.8125,472,MPW017034,SIG017034,TAYLORSVILLE,I 265 RAMP,S,KY-155,6.21,TAYLORSVILLE @ I 265 RAMP,24 HOURS,KYTC,1,  815663949996,
1266226.62375,253289.96875,473,MPW015919,SIG015919,CHENOWETH RUN,TAYLORSVILLE,S,KY-155,8.46,CHENOWETH RUN @ TAYLORSVILLE,24 HOURS,KYTC,1,  852410956394,
